stage	measurement	size_mm
III	cdd_preserved	1.521
III	cdd_preserved	1.732
III	cdd_preserved	1.789
III	cdd_preserved	1.795
IV	cdd_preserved	2.554
III	cdd_preserved	1.516
III	cdd_preserved	1.633
III	cdd_preserved	1.22
III	cdd_preserved	1.865
III	cdd_preserved	1.514
III	cdd_preserved	1.915
III	cdd_preserved	1.228
III	cdd_preserved	1.603
IV	cdd_preserved	2.978
III	cdd_preserved	1.675
II	cdd_preserved	0.924
III	cdd_preserved	1.641
III	cdd_preserved	1.788
I	cdd_preserved	0.692
III	cdd_preserved	1.577
III	cdd_preserved	1.251
III	cdd_preserved	1.424
III	cdd_preserved	1.617
III	cdd_preserved	1.371
III	cdd_preserved	1.405
III	cdd_preserved	1.588
III	cdd_preserved	1.945
III	cdd_preserved	1.298
III	cdd_preserved	1.438
III	cdd_preserved	1.449
III	cdd_preserved	1.835
III	cdd_preserved	1.66
III	cdd_preserved	1.451
III	cdd_preserved	1.684
III	cdd_preserved	1.389
III	cdd_preserved	1.716
III	cdd_preserved	1.716
IV	cdd_preserved	2.354
I	cdd_preserved	0.584
II	cdd_preserved	1.179
III	cdd_preserved	1.422
III	cdd_preserved	2.141
III	cdd_preserved	1.654
I	cdd_preserved	0.868
III	cdd_preserved	1.632
III	cdd_preserved	1.834
III	cdd_preserved	1.401
III	cdd_preserved	1.602
III	cdd_preserved	1.246
II	cdd_preserved	1.047
III	cdd_preserved	1.596
III	cdd_preserved	1.361
III	cdd_preserved	1.286
III	cdd_preserved	1.568
III	cdd_preserved	1.43
III	cdd_preserved	1.346
III	cdd_preserved	1.437
III	cdd_preserved	1.814
II	cdd_preserved	1.031
II	cdd_preserved	0.897
III	cdd_preserved	1.81
III	cdd_preserved	1.528
III	cdd_preserved	1.814
III	cdd_preserved	1.773
III	cdd_preserved	1.568
III	cdd_preserved	1.732
II	cdd_preserved	0.994
III	cdd_preserved	1.747
III	cdd_preserved	1.258
III	cdd_preserved	1.508
III	cdd_preserved	1.461
I	cdd_preserved	0.865
III	cdd_preserved	1.785
III	cdd_preserved	1.356
III	cdd_preserved	1.833
III	cdd_preserved	1.3
III	cdd_preserved	1.572
III	cdd_preserved	1.388
III	cdd_preserved	1.919
II	cdd_preserved	1.335
III	cdd_preserved	1.694
III	cdd_preserved	1.509
III	cdd_preserved	1.743
III	cdd_preserved	1.492
III	cdd_preserved	1.563
I	cdd_preserved	0.703
II	cdd_preserved	1.175
III	cdd_preserved	1.447
III	cdd_preserved	1.602
II	cdd_preserved	1.053
III	cdd_preserved	1.495
II	cdd_preserved	0.978
II	cdd_preserved	0.9
III	cdd_preserved	1.684
I	cdd_preserved	0.778
I	cdd_preserved	0.771
III	cdd_preserved	1.99
III	cdd_preserved	1.666
III	cdd_preserved	1.677
III	cdd_preserved	1.009
III	cdd_preserved	1.589
III	cdd_preserved	1.024
II	cdd_preserved	0.923
III	cdd_preserved	1.581
III	cdd_preserved	1.33
III	cdd_preserved	1.548
II	cdd_preserved	1.07
IV	cdd_preserved	4.068
III	cdd_preserved	1.938
III	cdd_preserved	1.34
III	cdd_preserved	1.4
III	cdd_preserved	1.591
III	cdd_preserved	1.478
III	cdd_preserved	1.841
III	cdd_preserved	1.551
I	cdd_preserved	0.671
I	cdd_preserved	0.429
I	cdd_preserved	0.712
I	cdd_preserved	0.862
II	cdd_preserved	1.023
III	cdd_preserved	1.433
III	cdd_preserved	1.612
III	cdd_preserved	1.416
III	cdd_preserved	1.679
III	cdd_preserved	2.157
III	cdd_preserved	2.241
III	cdd_preserved	1.528
III	cdd_preserved	1.655
III	cdd_preserved	1.594
III	cdd_preserved	1.668
III	cdd_preserved	1.751
III	cdd_preserved	1.801
III	cdd_preserved	1.751
II	cdd_preserved	1.119
III	cdd_preserved	2.049
III	cdd_preserved	1.68
III	cdd_preserved	1.559
III	cdd_preserved	1.471
III	cdd_preserved	1.638
III	cdd_preserved	1.477
III	cdd_preserved	1.511
III	cdd_preserved	1.597
IV	cdd_preserved	2.989
III	cdd_preserved	1.873
III	cdd_preserved	1.506
III	cdd_preserved	2.627
III	cdd_preserved	1.683
III	cdd_preserved	1.476
III	cdd_preserved	1.76
III	cdd_preserved	1.839
III	cdd_preserved	1.553
III	cdd_preserved	1.972
II	cdd_preserved	1.056
III	cdd_preserved	1.936
III	cdd_preserved	1.914
III	cdd_preserved	1.705
III	cdd_preserved	1.665
III	cdd_preserved	1.74
III	cdd_preserved	1.473
II	cdd_preserved	0.92
IV	cdd_preserved	2.36
IV	cdd_preserved	2.571
III	cdd_preserved	1.46
III	cdd_preserved	1.493
III	cdd_preserved	1.673
III	cdd_preserved	1.641
III	cdd_preserved	1.573
IV	cdd_preserved	2.197
II	cdd_preserved	1.072
III	cdd_preserved	1.606
II	cdd_preserved	1.139
III	cdd_preserved	1.605
III	cdd_preserved	1.248
III	cdd_preserved	1.544
III	cdd_preserved	1.557
IV	cdd_preserved	2.202
III	cdd_preserved	2.027
III	cdd_preserved	2.034
III	cdd_preserved	1.552
III	cdd_preserved	1.584
III	cdd_preserved	1.774
III	cdd_preserved	1.558
III	cdd_preserved	1.835
III	cdd_preserved	1.323
III	cdd_preserved	1.541
III	cdd_preserved	1.32
III	cdd_preserved	1.4
III	cdd_preserved	2.017
III	cdd_preserved	1.568
III	cdd_preserved	1.687
III	cdd_preserved	1.547
III	cdd_preserved	1.362
III	cdd_preserved	1.588
III	cdd_preserved	1.772
III	cdd_preserved	1.818
III	cdd_preserved	1.966
III	cdd_preserved	2.162
III	cdd_preserved	1.42
III	cdd_preserved	1.286
III	cdd_preserved	1.57
III	cdd_preserved	1.45
III	cdd_preserved	1.488
III	cdd_preserved	1.895
III	cdd_preserved	1.484
III	cdd_preserved	1.937
III	cdd_preserved	1.397
III	cdd_preserved	1.436
III	cdd_preserved	1.702
III	cdd_preserved	1.469
III	cdd_preserved	1.516
III	cdd_preserved	1.681
III	cdd_preserved	1.968
III	cdd_preserved	2.198
III	cdd_preserved	1.766
III	cdd_preserved	1.321
III	cdd_preserved	1.712
III	cdd_preserved	1.738
III	cdd_preserved	1.57
III	cdd_preserved	1.85
III	cdd_preserved	1.673
III	cdd_preserved	1.728
III	cdd_preserved	1.559
III	cdd_preserved	1.728
III	cdd_preserved	1.59
III	cdd_preserved	1.549
III	cdd_preserved	1.695
III	cdd_preserved	1.777
III	cdd_preserved	1.455
III	cdd_preserved	1.766
III	cdd_preserved	1.747
III	cdd_preserved	1.636
III	cdd_preserved	1.582
III	cdd_preserved	1.364
III	cdd_preserved	1.758
III	cdd_preserved	1.833
III	cdd_preserved	1.316
III	cdd_preserved	1.399
III	cdd_preserved	1.809
III	cdd_preserved	1.647
III	cdd_preserved	1.704
III	cdd_preserved	2.127
III	cdd_preserved	1.49
III	cdd_preserved	1.734
III	cdd_preserved	1.555
III	cdd_preserved	1.476
III	cdd_preserved	1.596
III	cdd_preserved	1.473
III	cdd_preserved	1.396
III	cdd_preserved	1.385
III	cdd_preserved	1.918
III	cdd_preserved	1.403
III	cdd_preserved	1.564
III	cdd_preserved	1.542
III	cdd_preserved	1.461
III	cdd_preserved	1.573
III	cdd_preserved	1.669
III	cdd_preserved	1.496
III	cdd_preserved	1.702
III	cdd_preserved	1.827
III	cdd_preserved	1.337
III	cdd_preserved	1.456
III	cdd_preserved	1.721
III	cdd_preserved	1.696
III	cdd_preserved	1.73
III	cdd_preserved	1.478
III	cdd_preserved	1.459
IV	cdd_preserved	2.412
III	cdd_preserved	1.302
III	cdd_preserved	1.522
III	cdd_preserved	1.661
III	cdd_preserved	1.614
III	cdd_preserved	1.787
III	cdd_preserved	1.534
III	cdd_preserved	1.409
III	cdd_preserved	1.672
III	cdd_preserved	1.52
III	cdd_preserved	1.588
III	cdd_preserved	1.394
III	cdd_preserved	1.702
III	cdd_preserved	1.486
III	cdd_preserved	1.385
IV	cdd_preserved	2.968
III	cdd_preserved	1.368
II	cdd_preserved	1.047
III	cdd_preserved	1.326
III	cdd_preserved	1.342
III	cdd_preserved	1.813
III	cdd_preserved	1.981
III	cdd_preserved	1.749
III	cdd_preserved	1.446
III	cdd_preserved	1.724
III	cdd_preserved	1.734
III	cdd_preserved	1.353
III	cdd_preserved	1.55
III	cdd_preserved	1.807
II	cdd_preserved	0.98
II	cdd_preserved	1.265
III	cdd_preserved	1.553
III	cdd_preserved	1.442
III	cdd_preserved	1.257
III	cdd_preserved	1.458
III	cdd_preserved	1.504
III	cdd_preserved	1.774
III	cdd_preserved	1.6
III	cdd_preserved	1.738
III	cdd_preserved	1.481
III	cdd_preserved	1.252
III	cdd_preserved	1.817
III	cdd_preserved	1.501
III	cdd_preserved	1.592
III	cdd_preserved	2.056
III	cdd_preserved	1.18
III	cdd_preserved	1.351
III	cdd_preserved	1.65
III	cdd_preserved	1.364
IV	cdd_preserved	2.643
III	cdd_preserved	1.744
III	cdd_preserved	1.531
III	cdd_preserved	1.631
III	cdd_preserved	1.585
III	cdd_preserved	1.967
III	cdd_preserved	1.74
III	cdd_preserved	1.582
III	cdd_preserved	1.868
III	cdd_preserved	1.528
III	cdd_preserved	1.569
III	cdd_preserved	1.491
III	cdd_preserved	1.598
III	cdd_preserved	1.615
III	cdd_preserved	2.058
III	cdd_preserved	1.447
III	cdd_preserved	1.395
III	cdd_preserved	1.263
III	cdd_preserved	1.397
III	cdd_preserved	1.559
III	cdd_preserved	2.385
III	cdd_preserved	1.702
III	cdd_preserved	1.618
III	cdd_preserved	1.354
III	cdd_preserved	1.565
III	cdd_preserved	1.784
III	cdd_preserved	1.57
III	cdd_preserved	1.718
III	cdd_preserved	1.518
III	cdd_preserved	1.295
III	cdd_preserved	1.484
III	cdd_preserved	1.109
III	cdd_preserved	1.615
III	cdd_preserved	1.344
III	cdd_preserved	1.468
III	cdd_preserved	1.344
II	cdd_preserved	1.196
III	cdd_preserved	1.95
III	cdd_preserved	1.988
III	cdd_preserved	1.739
III	cdd_preserved	1.536
III	cdd_preserved	2.534
III	cdd_preserved	1.629
III	cdd_preserved	1.97
III	cdd_preserved	2.791
III	cdd_preserved	1.733
III	cdd_preserved	2.054
III	cdd_preserved	2.73
III	cdd_preserved	1.814
II	cdd_preserved	1.032
III	cdd_preserved	1.931
III	cdd_preserved	1.365
III	cdd_preserved	1.99
III	cdd_preserved	1.489
III	cdd_preserved	1.778
III	cdd_preserved	1.782
III	cdd_preserved	1.408
III	cdd_preserved	1.946
III	cdd_preserved	1.912
III	cdd_preserved	1.739
III	cdd_preserved	1.786
IV	cdd_preserved	2.801
IV	cdd_preserved	2.649
IV	cdd_preserved	3.155
III	cdd_preserved	1.675
III	cdd_preserved	1.557
III	cdd_preserved	1.927
III	cdd_preserved	2.04
II	cdd_preserved	0.811
II	cdd_preserved	0.869
II	cdd_preserved	1.252
IV	cdd_preserved	3.246
III	cdd_preserved	2.124
III	cdd_preserved	1.924
III	cdd_preserved	1.958
III	cdd_preserved	1.857
III	cdd_preserved	1.362
III	cdd_preserved	1.717
IV	cdd_preserved	3.167
IV	cdd_preserved	2.983
II	cdd_preserved	1.159
III	cdd_preserved	1.952
III	cdd_preserved	2.087
III	cdd_preserved	1.433
II	cdd_preserved	1.157
IV	cdd_preserved	2.505
III	cdd_preserved	1.354
III	cdd_preserved	1.715
III	cdd_preserved	2.172
III	cdd_preserved	1.643
IV	cdd_preserved	2.408
IV	cdd_preserved	2.541
III	cdd_preserved	1.505
III	cdd_preserved	1.35
III	cdd_preserved	1.628
III	cdd_preserved	1.631
III	cdd_preserved	1.849
III	cdd_preserved	1.69
III	cdd_preserved	1.83
III	cdd_preserved	1.381
II	cdd_preserved	1.075
IV	cdd_preserved	2.464
III	cdd_preserved	1.301
III	cdd_preserved	1.244
II	cdd_preserved	1.051
II	cdd_preserved	0.921
II	cdd_preserved	1.158
III	cdd_preserved	1.714
III	cdd_preserved	1.819
III	cdd_preserved	1.654
II	cdd_preserved	1.169
III	cdd_preserved	2.016
III	cdd_preserved	1.543
III	cdd_preserved	1.697
III	cdd_preserved	1.611
III	cdd_preserved	2.019
II	cdd_preserved	0.97
III	cdd_preserved	1.692
III	cdd_preserved	1.827
III	cdd_preserved	1.574
III	cdd_preserved	1.943
III	cdd_preserved	1.598
III	cdd_preserved	1.844
III	cdd_preserved	1.888
III	cdd_preserved	1.744
III	cdd_preserved	1.393
III	cdd_preserved	1.67
III	cdd_preserved	1.702
III	cdd_preserved	1.739
III	cdd_preserved	1.791
III	cdd_preserved	1.813
III	cdd_preserved	1.682
III	cdd_preserved	1.708
III	cdd_preserved	1.686
III	cdd_preserved	1.366
III	cdd_preserved	1.641
III	cdd_preserved	1.85
III	cdd_preserved	1.544
III	cdd_preserved	1.836
III	cdd_preserved	1.755
III	cdd_preserved	2.133
III	cdd_preserved	2.112
III	cdd_preserved	1.66
III	cdd_preserved	2.119
III	cdd_preserved	1.989
III	cdd_preserved	1.875
III	cdd_preserved	1.608
III	cdd_preserved	1.619
III	cdd_preserved	1.69
III	cdd_preserved	1.467
II	cdd_preserved	1.181
III	cdd_preserved	2.28
IV	cdd_preserved	3.23
III	cdd_preserved	1.953
III	cdd_preserved	1.235
IV	cdd_preserved	2.22
IV	cdd_preserved	2.971
II	cdd_preserved	1.128
II	cdd_preserved	1.375
III	cdd_preserved	1.582
III	cdd_preserved	1.933
III	cdd_preserved	1.621
III	cdd_preserved	1.707
III	cdd_preserved	2.237
III	cdd_preserved	1.879
III	cdd_preserved	1.648
III	cdd_preserved	1.838
III	cdd_preserved	2.094
III	cdd_preserved	1.572
III	cdd_preserved	1.526
III	cdd_preserved	1.663
III	cdd_preserved	1.617
II	cdd_preserved	1.344
IV	cdd_preserved	2.424
III	cdd_preserved	1.714
II	cdd_preserved	1.38
II	cdd_preserved	1.092
II	cdd_preserved	1.248
II	cdd_preserved	1.13
III	cdd_preserved	1.569
III	cdd_preserved	1.806
II	cdd_preserved	1.381
II	cdd_preserved	1.225
II	cdd_preserved	1.113
II	cdd_preserved	1.106
III	cdd_preserved	1.719
II	cdd_preserved	1.224
II	cdd_preserved	1.011
II	cdd_preserved	1.063
III	cdd_preserved	1.583
II	cdd_preserved	0.979
II	cdd_preserved	1.052
III	cdd_preserved	1.833
III	cdd_preserved	1.636
IV	cdd_preserved	3.601
II	cdd_preserved	0.933
II	cdd_preserved	0.773
II	cdd_preserved	0.951
II	cdd_preserved	0.877
II	cdd_preserved	0.804
II	cdd_preserved	1.023
III	cdd_preserved	2.577
III	cdd_preserved	1.461
III	cdd_preserved	1.52
III	cdd_preserved	1.522
III	cdd_preserved	1.702
I	cdd_preserved	0.692
I	cdd_preserved	0.722
II	cdd_preserved	1.407
I	cdd_preserved	0.561
II	cdd_preserved	1.13
I	cdd_preserved	0.894
II	cdd_preserved	1.032
II	cdd_preserved	0.99
I	cdd_preserved	0.653
II	cdd_preserved	0.82
II	cdd_preserved	0.83
I	cdd_preserved	0.439
II	cdd_preserved	0.918
II	cdd_preserved	1.057
II	cdd_preserved	0.853
III	cdd_preserved	1.897
III	cdd_preserved	1.257
III	cdd_preserved	1.699
I	cdd_preserved	0.534
III	cdd_preserved	1.48
III	cdd_preserved	1.247
II	cdd_preserved	0.94
II	cdd_preserved	0.995
I	cdd_preserved	0.544
III	cdd_preserved	1.68
I	cdd_preserved	0.481
II	cdd_preserved	1.057
II	cdd_preserved	1.02
II	cdd_preserved	0.841
II	cdd_preserved	0.903
II	cdd_preserved	1.093
III	cdd_preserved	1.831
III	cdd_preserved	1.432
III	cdd_preserved	1.428
III	cdd_preserved	1.317
III	cdd_preserved	1.495
III	cdd_preserved	1.488
III	cdd_preserved	1.552
III	cdd_preserved	1.687
III	cdd_preserved	1.302
III	cdd_preserved	1.913
II	cdd_preserved	1.107
II	cdd_preserved	1.043
II	cdd_preserved	0.909
II	cdd_preserved	0.758
II	cdd_preserved	0.964
II	cdd_preserved	0.921
II	cdd_preserved	1.163
II	cdd_preserved	0.99
II	cdd_preserved	1.087
I	cdd_preserved	0.443
III	cdd_preserved	1.349
III	cdd_preserved	1.582
III	cdd_preserved	1.379
III	cdd_preserved	1.385
III	cdd_preserved	1.276
II	cdd_preserved	0.971
II	cdd_preserved	1.192
I	cdd_preserved	0.538
III	cdd_preserved	1.354
I	cdd_preserved	0.667
III	cdd_preserved	1.324
III	cdd_preserved	1.211
III	cdd_preserved	1.05
I	cdd_preserved	0.778
I	cdd_preserved	0.847
III	cdd_preserved	1.336
II	cdd_preserved	0.99
II	cdd_preserved	1.038
I	cdd_preserved	0.645
III	cdd_preserved	1.369
III	cdd_preserved	1.268
III	cdd_preserved	1.485
I	cdd_preserved	0.519
I	cdd_preserved	0.577
II	cdd_preserved	0.983
II	cdd_preserved	0.971
II	cdd_preserved	0.936
III	cdd_preserved	1.498
III	cdd_preserved	1.319
III	cdd_preserved	1.376
III	cdd_preserved	1.303
III	cdd_preserved	1.232
III	cdd_preserved	1.182
II	cdd_preserved	0.945
II	cdd_preserved	0.954
I	cdd_preserved	0.648
III	cdd_preserved	1.159
III	cdd_preserved	1.331
II	cdd_preserved	0.809
II	cdd_preserved	0.858
II	cdd_preserved	0.896
II	cdd_preserved	0.969
III	cdd_preserved	1.587
III	cdd_preserved	1.533
II	cdd_preserved	1.004
II	cdd_preserved	1.25
II	cdd_preserved	0.817
II	cdd_preserved	0.958
III	cdd_preserved	1.483
II	cdd_preserved	0.944
II	cdd_preserved	1.121
III	cdd_preserved	1.666
IV	cdd_preserved	2.193
II	cdd_preserved	1.181
II	cdd_preserved	0.925
III	cdd_preserved	1.577
II	cdd_preserved	0.945
II	cdd_preserved	0.941
II	cdd_preserved	1.024
II	cdd_preserved	1.068
II	cdd_preserved	1.225
II	cdd_preserved	0.984
II	cdd_preserved	1.053
III	cdd_preserved	1.934
III	cdd_preserved	1.237
II	cdd_preserved	1.049
II	cdd_preserved	1.128
I	cdd_preserved	0.702
II	cdd_preserved	1.004
II	cdd_preserved	1.001
II	cdd_preserved	1.077
II	cdd_preserved	1.033
II	cdd_preserved	1.001
II	cdd_preserved	1.125
II	cdd_preserved	1.217
I	cdd_preserved	0.709
II	cdd_preserved	1.114
II	cdd_preserved	1.031
III	cdd_preserved	1.793
II	cdd_preserved	0.901
III	cdd_preserved	2.06
II	cdd_preserved	0.886
III	cdd_preserved	1.069
II	cdd_preserved	0.954
I	cdd_preserved	0.688
I	cdd_preserved	0.632
IV	cdd_preserved	4.433
I	cdd_preserved	0.595
I	cdd_preserved	0.695
IV	cdd_preserved	2.488
III	cdd_preserved	2.093
I	cdd_preserved	0.641
II	cdd_preserved	1.094
I	cdd_preserved	0.776
I	cdd_preserved	0.647
I	cdd_preserved	0.839
I	cdd_preserved	0.633
I	cdd_preserved	0.698
II	cdd_preserved	1.164
II	cdd_preserved	1.019
I	cdd_preserved	0.905
II	cdd_preserved	1.178
I	cdd_preserved	0.71
I	cdd_preserved	0.703
II	cdd_preserved	0.914
II	cdd_preserved	0.845
III	cdd_preserved	1.795
I	cdd_preserved	0.865
I	cdd_preserved	0.9
I	cdd_preserved	0.9
I	cdd_preserved	0.781
I	cdd_preserved	0.692
I	cdd_preserved	0.745
I	cdd_preserved	0.798
II	cdd_preserved	1.112
II	cdd_preserved	1.072
II	cdd_preserved	1.014
II	cdd_preserved	1.016
III	cdd_preserved	1.261
III	cdd_preserved	1.393
II	cdd_preserved	1.063
III	cdd_preserved	1.514
III	cdd_preserved	1.324
III	cdd_preserved	1.558
I	cdd_preserved	0.756
I	cdd_preserved	0.896
I	cdd_preserved	0.706
III	cdd_preserved	1.237
II	cdd_preserved	1.022
II	cdd_preserved	1.159
II	cdd_preserved	1.159
I	cdd_preserved	0.737
I	cdd_preserved	0.971
I	cdd_preserved	0.775
II	cdd_preserved	1.12
II	cdd_preserved	0.875
II	cdd_preserved	1.017
II	cdd_preserved	0.842
I	cdd_preserved	0.647
I	cdd_preserved	0.73
I	cdd_preserved	0.562
I	cdd_preserved	0.564
I	cdd_preserved	0.736
I	cdd_preserved	0.776
I	cdd_preserved	0.647
I	cdd_preserved	0.739
II	cdd_preserved	1.152
II	cdd_preserved	1.028
II	cdd_preserved	1.178
II	cdd_preserved	1.084
I	cdd_preserved	0.603
I	cdd_preserved	0.71
